systemNumber,objectType,title,maker,year,place,materials,techniques,styles
O1723203,Backcloth,"Backcloth designed by Alexandre Golovine for the Court Scene in <i>Swan Lake</i>, Moscow, 1901: Arch 1","Golovin, Aleksandr Yakovlevich",1900.0,Moscow,"['canvas', 'paint']",['painting (image-making)'],[]
O1636000,Set model,"Set model by Lez Brotherston for <i>Pride and Prejudice</i>, adapted from Jane Austen's novel by Simon Reade, Sheffield Crucible Theatre, 2015","Brotherston, Lez",2015.0,Great Britain,[],['model-making'],[]
O1632613,Set model,"Set model by Lez Brotherston for the musical comedy, <i>Malory Towers</i>, based on the books by Enid Blyton, tour, 2019","Brotherston, Lez",2019.0,Great Britain,[],['model-making'],[]
O1625354,Set model,"Set model by Lez Brotherston for <i>Twelfth Night</i>, Shakespeare's Globe, 2017","Brotherston, Lez",2017.0,Great Britain,[],['model-making'],[]
O126796,Masks (costume),"Mask made by Oliver Messel (1904-1978), possibly for a 1920s' revue by C.B. Cochran (1872-1951)","Messel, Oliver Hilary Sambourne",1924.0,London,"['paper', 'paint', 'glue', 'plasticine']","['painting (image making)', 'modelling (forming)']",[]
O126795,Masks (costume),"Mask made by Oliver Messel, possibly for a 1920s' revue by C.B. Cochran (1872-1951)","Messel, Oliver Hilary Sambourne",1924.0,London,"['paper', 'paint', 'glue', 'wire']","['painting (image making)', 'modelling (forming)']",[]
O126789,Masks (costume),"Mask of a faun by Oliver Messel, ca. 1922.","Messel, Oliver Hilary Sambourne",1922.0,London,"['paper', 'paint', 'glue', 'synthetic hair', 'glaze']","['painting (image making)', 'modelling (forming)']",[]
O126786,Masks (costume),Classical style mask by Oliver Messel possibly made for a C.B. Cochran Revue 1920s.,"Messel, Oliver Hilary Sambourne",1924.0,London,"['paper', 'paint', 'glue', 'plaster of Paris']","['painting (image making)', 'modelling (forming)']",[]
O126785,Masks (costume),Classical mask by Oliver Messel possibly made for a C.B. Cochran Revue 1920s.,"Messel, Oliver Hilary Sambourne",1924.0,London,"['paper', 'paint', 'glue', 'plaster of Paris']","['painting (image making)', 'modelling (forming)']",[]
O126771,Masks (costume),"Mask made by Oliver Messel (1904-1978), possibly for a 1920s' revue by C.B. Cochran (1872-1951)","Messel, Oliver Hilary Sambourne",1924.0,London,"['paper', 'paint', 'glue']","['painting (image making)', 'modelling (forming)']",[]
O126767,Masks (costume),Classical mask by Oliver Messel possibly for a C.B. Cochran revue 1920s,"Messel, Oliver Hilary Sambourne",1924.0,London,"['paper', 'paint', 'glue']","['painting (image making)', 'modelling (forming)']",[]
O126766,Masks (costume),Longhi Venetian mask by Oliver Messel possibly made for a C.B. Cochran Revue 1920s.,"Messel, Oliver Hilary Sambourne",1924.0,London,"['paper', 'paint', 'glue']","['painting (image making)', 'modelling (forming)']",[]
O126757,Masks (costume),Longhi-style Venetian mask by Oliver Messel possibly made for a C.B. Cochran Revue 1920s,"Messel, Oliver Hilary Sambourne",1924.0,London,"['paper', 'paint', 'glue']","['painting (image making)', 'modelling (forming)']",[]
O126632,Interior design model,"Model by Oliver Messel for the interior of the Dorchester Hotel Suite, 1953.","Messel, Oliver Hilary Sambourne",1953.0,London,"['charcoal', 'kaolinite', 'paper', 'pencil', 'ink', 'paint', 'gouache', 'wood', 'glue', 'card', 'acetate', 'plasticine', 'foil', 'gauze', 'glass']","['drawing (image-making)', 'painting (image making)', 'glueing']",[]
O126544,Set model,"Set model by Oliver Messel for Pamina's boudoir, Act I, scene ii in Mozart's opera <i>The Magic Flute</i>, Royal Opera House 1947.","Messel, Oliver Hilary Sambourne",1951.0,London,"['paper', 'watercolour', 'charcoal', 'pencil', 'kaolinite', 'gouache', 'card', 'wood', 'gauze', 'glue', 'perspex', 'masking tape', 'velvet']","['painting (image making)', 'drawing (image making)', 'glueing']",[]
O126543,Set model,"Set model by Oliver Messel for the Piazza, Covent Garden, Act III, scene vii, of William Wycherley's play <i>The Country Wife</i>, Old Vic 1936.","Messel, Oliver Hilary Sambourne",1936.0,London,"['paper', 'watercolour', 'charcoal', 'pencil', 'ink', 'kaolinite (pigment)', 'paint', 'gouache', 'wood', 'glue', 'masking tape', 'card', 'velvet', 'perspex']","['drawing (image-making)', 'painting (image making)', 'glueing']",[]
O126535,Set model,"Set model by Oliver Messel for Captain Absolute's Lodgings, Act II of Richard Brinsley Sheridan's play <i>The Rivals</i>, Criterion Theatre 1945.","Messel, Oliver Hilary Sambourne",1945.0,London,"['paper', 'watercolour', 'charcoal', 'pencil', 'kaolinite (pigment)', 'paint', 'gouache', 'wood', 'synthetic fabric', 'glue', 'masking tape', 'plaster of Paris', 'acetate film', 'card', 'perspex', 'foil', 'fur']","['drawing (image-making)', 'painting (image making)', 'glueing']",[]
O126533,Set model,"Set model by Oliver Messel for Julia's Drawing Room in Richard Brinsley Sheridan's play <i>The Rivals</i>, Criterion Theatre 1945.","Messel, Oliver Hilary Sambourne",1945.0,London,"['paper', 'watercolour', 'charcoal', 'pencil', 'kaolinite (pigment)', 'paint', 'gouache', 'wood', 'synthetic fabric', 'glue', 'masking tape', 'plaster of Paris', 'acetate film', 'card', 'perspex', 'foil', 'fur']","['drawing (image-making)', 'painting (image making)', 'glueing']",[]
O126500,Set model,"Set model by Oliver Messel for the Interior of a Castle in Touraine, Act II of Rossini's opera <i>Le Comte Ory</i>, Glyndebourne 1954.","Messel, Oliver Hilary Sambourne",1954.0,London,"['paper', 'watercolour', 'charcoal', 'pencil', 'kaolinite (pigment)', 'paint', 'glue', 'masking tape', 'velvet', 'wire', 'card', 'gauze', 'plasticine', 'gouache']","['drawing (image-making)', 'painting (image making)', 'glueing']",[]
O126412,Set model,"Set model by Oliver Messel for Fay Kanin and Michael Kanin's adaptation of <i>Rashomon</i>, Music Box Theatre, New York, 1959","Messel, Oliver Hilary Sambourne",1959.0,London,"['charcoal', 'kaolinite', 'paper', 'pencil', 'ink', 'paint', 'gouache', 'wood', 'velvet', 'glue', 'masking tape', 'card', 'perspex', 'acetate', 'wire', 'papier-mâché', 'gauze', 'straw', 'watercolour']","['drawing (image-making)', 'painting (coating)', 'glueing']",[]
O126365,Set model,"Set model by Oliver Messel for  Edwardian Derby Day, Act I, scene iii of Vivian Ellis and A P Herbert's musical play <i>Tough at the Top</i>, Adelphi Theatre 1949.","Messel, Oliver Hilary Sambourne",1949.0,London,"['charcoal', 'kaolinite', 'paper', 'pencil', 'ink', 'paint', 'gouache', 'wood', 'velvet', 'glue', 'masking tape', 'card', 'perspex', 'acetate', 'wire', 'papier-mâché']","['drawing (image-making)', 'painting (image making)', 'glueing']",[]
O126362,Set model,"Set model by Oliver Messel for Richard Strauss's opera <i>Ariadne auf Naxos</i>, Glyndebourne Festival Opera, 1950.","Messel, Oliver Hilary Sambourne",1950.0,London,"['charcoal', 'kaolinite (pigment)', 'paper', 'pencil', 'ink', 'paint', 'gouache', 'wood', 'velvet', 'glue', 'masking tape', 'card', 'perspex']","['drawing (image-making)', 'painting (image-making)', 'glueing', 'model-making']",[]
O126319,Set model,"Set model by Oliver Messel for Act I, scene i, of Rossini's opera <i>Il Barbiere di Siviglia</i> (<i>The Barber of Seville</i>), Glyndebourne 1954.","Messel, Oliver Hilary Sambourne",1954.0,London,"['paper', 'watercolour', 'gouache', 'kaolinite (pigment', 'card', 'charcoal', 'wood', 'glue', 'perspex', 'plaster of Paris', 'masking tape', 'velvet']","['drawing (image-making)', 'painting (image making)', 'glueing']",[]
O126308,Set model,"Set model by Oliver Messel for Mozart's opera <i>Idomeneo</i>, Glyndebourne 1951.","Messel, Oliver Hilary Sambourne",1951.0,London,"['pencil', 'watercolour', 'charcoal', 'gouache', 'kaolinite', 'card', 'masking tape', 'glue', 'perspex']","['drawing (image making)', 'painting (image making)', 'glueing']",[]
O126295,Set model,"Set model by Oliver Messel for the Ante Room and Grand Salon in Prince Ramiro's palace in Rossini's opera <i>La Cenerentola</i>, 1952.","Messel, Oliver Hilary Sambourne",1952.0,London,"['paper', 'watercolour', 'pencil', 'charcoal', 'ink', 'kaolinite', 'velvet', 'wood', 'card', 'glue', 'gouache', 'masking tape', 'perspex']","['drawing (image-making)', 'painting (image making)', 'glueing']",[]
O126292,Set model,"Set model by Oliver Messel for a Garden near Horner's Lodgings in William Wycherley's play <i>The Country Wife</i>, Old Vic 1936.","Messel, Oliver Hilary Sambourne",1936.0,London,"['paper', 'watercolour', 'charcoal', 'pencil', 'ink', 'kaolinite (pigment)', 'paint', 'gouache', 'wood', 'synthetic fabric', 'glue', 'masking tape', 'wire', 'plaster of Paris', 'card', 'velvet', 'perspex']","['drawing (image-making)', 'painting (image making)', 'glueing']",[]
O126276,Set model,"Set model by Oliver Messel for the Stables, Act II of Christopher Fry's play <i>The Dark is Light Enough</i>, 1954.","Messel, Oliver Hilary Sambourne",1954.0,London,"['paper', 'pencil', 'ball point pen', 'card', 'gauze', 'wire', 'imitation fur', 'gouache', 'ink', 'watercolour', 'masking tape', 'glue', 'perspex', 'charcoal']","['drawing (image-making)', 'painting (image making)', 'glueing']",[]
